MeterID,Zone,ConsumerType,Date,EnergyConsymed_kwh,PeakUsage_kWh,OutageMinutes,MeterStatus,TariffRate
MTR2185,North,Commercial,27-09-2025,762.8,25.9,24,Active,8.2
MTR2186,Central,Residential,15-03-2025,281.3,9.4,5,Active,6.5
MTR2187,North,Industrial,01-03-2025,1560,57.6,8,Active,9.5
MTR2188,North,Commercial,17-11-2025,895.3,28.3,4,Active,8.2
MTR2189,North,Commercial,24-07-2025,872.9,29.7,4,Active,8.2
MTR2190,South,Industrial,09-07-2025,1727.4,53.9,22,Active,9.5
MTR2191,Central,Industrial,22-10-2025,1785.8,69.1,31,Active,9.5
MTR2192,North,Residential,09-11-2025,238.5,7.5,10,Active,6.5
MTR2193,Central,Residential,12-02-2025,234.7,9.3,11,Active,6.5
MTR2194,Central,Commercial,03-05-2025,914.7,28.4,2,Active,8.2
MTR2195,North,Industrial,13-02-2025,1657.5,55.1,3,Faulty,9.5
MTR2196,Central,Commercial,28-10-2025,560.8,16.6,6,Active,8.2
MTR2197,South,Commercial,10-07-2025,793.1,24.3,9,Faulty,8.2
MTR2198,Central,Commercial,09-03-2025,790.4,29.5,39,Faulty,8.2
MTR2199,North,Commercial,07-07-2025,617.5,18.1,3,Active,8.2
MTR2200,South,Industrial,07-04-2025,1453.1,44,17,Active,9.5
MTR2201,Central,Industrial,14-04-2025,1601.1,54.9,4,Active,9.5
MTR2202,North,Industrial,01-01-2025,1565.1,47.2,0,Active,9.5
MTR2203,North,Commercial,17-03-2025,883.4,29,2,Active,8.2
MTR2204,North,Industrial,07-12-2025,1877,70.3,1,Active,9.5
MTR2205,North,Commercial,27-11-2025,709.8,27.4,4,Active,8.2
MTR2206,South,Commercial,29-06-2025,811.6,27.6,0,Active,8.2
MTR2207,North,Industrial,28-04-2025,1835.3,58.2,0,Active,9.5
MTR2208,South,Residential,27-12-2025,287.3,8.7,9,Active,6.5
MTR2209,Central,Industrial,24-05-2025,1761.5,54.8,12,Active,9.5
MTR2210,South,Commercial,14-04-2025,891,30.1,8,Active,8.2
MTR2211,South,Residential,30-04-2025,276.1,10.1,1,Active,6.5
MTR2212,North,Industrial,07-02-2025,1808.1,55.4,15,Active,9.5
MTR2213,Central,Commercial,04-11-2025,693,23.4,6,Active,8.2
MTR2214,North,Commercial,17-04-2025,755.2,24.8,1,Active,8.2
MTR2215,Central,Industrial,19-09-2025,1309.4,40.7,19,Active,9.5
MTR2216,Central,Commercial,11-07-2025,807.4,25.7,4,Active,8.2
MTR2217,Central,Industrial,31-05-2025,1950.6,64.8,0,Active,9.5
MTR2218,South,Residential,04-08-2025,230,7.3,12,Active,6.5
MTR2219,North,Residential,27-04-2025,245.6,9.5,6,Active,6.5
MTR2220,Central,Residential,10-09-2025,231.3,7.4,2,Active,6.5
MTR2221,South,Commercial,25-07-2025,715,20.9,2,Active,8.2
MTR2222,North,Commercial,29-04-2025,615.8,23.2,9,Active,8.2
MTR2223,Central,Industrial,04-10-2025,1412.7,41.6,0,Active,9.5
MTR2224,Central,Commercial,06-08-2025,940.7,29.6,22,Active,8.2
MTR2225,South,Commercial,27-04-2025,701.4,23.7,12,Active,8.2
MTR2226,South,Residential,24-10-2025,228.8,7,1,Active,6.5
MTR2227,Central,Residential,04-12-2025,229.7,7.3,17,Active,6.5
MTR2228,North,Industrial,14-09-2025,1771,52.6,2,Active,9.5
MTR2229,South,Residential,02-08-2025,228.4,8.1,0,Active,6.5
MTR2230,North,Residential,17-07-2025,296.5,10.9,0,Active,6.5
MTR2231,Central,Residential,13-12-2025,297.7,9.5,3,Active,6.5
MTR2232,North,Residential,14-07-2025,267.2,7.8,21,Active,6.5
MTR2233,Central,Industrial,06-05-2025,1425.9,48.1,1,Active,9.5
MTR2234,North,Residential,03-01-2025,339.7,10,1,Active,6.5
MTR2235,Central,Commercial,11-03-2025,816.9,25.1,0,Active,8.2
MTR2236,Central,Residential,05-11-2025,291.7,11.4,2,Active,6.5
MTR2237,South,Industrial,02-04-2025,1321.2,43.3,0,Active,9.5
MTR2238,Central,Commercial,25-01-2025,589.9,22.2,1,Faulty,8.2
MTR2239,South,Commercial,22-12-2025,882.5,34.3,28,Active,8.2
MTR2240,South,Commercial,19-09-2025,861.9,25.4,17,Active,8.2
MTR2241,North,Commercial,18-09-2025,708.7,25.9,15,Active,8.2
MTR2242,South,Commercial,15-11-2025,732,27,0,Active,8.2
MTR2243,North,Residential,07-11-2025,232.8,8.1,21,Active,6.5
MTR2244,Central,Commercial,23-01-2025,827.3,26.1,0,Active,8.2
MTR2245,South,Residential,30-06-2025,297,8.7,1,Active,6.5
MTR2246,Central,Commercial,25-08-2025,614.6,21.5,2,Active,8.2
MTR2247,Central,Industrial,04-10-2025,1705.3,62.7,1,Active,9.5
MTR2248,North,Commercial,09-12-2025,780.7,30.5,5,Active,8.2
MTR2249,South,Industrial,26-08-2025,1300.5,38.2,5,Active,9.5
MTR2250,South,Residential,09-09-2025,290.1,9.1,7,Active,6.5
MTR2251,North,Commercial,18-07-2025,878.7,32.7,4,Active,8.2
MTR2252,South,Residential,30-10-2025,260.7,8.2,6,Active,6.5
MTR2253,Central,Residential,05-05-2025,255.1,8.1,14,Active,6.5
MTR2254,South,Commercial,08-06-2025,706.8,27.4,6,Active,8.2
MTR2255,Central,Commercial,22-03-2025,773.7,29.4,0,Active,8.2
MTR2256,North,Industrial,26-11-2025,1722,53.6,21,Active,9.5
MTR2257,North,Commercial,23-08-2025,863.9,26,2,Active,8.2
MTR2258,North,Commercial,01-04-2025,956.1,36.7,8,Active,8.2
MTR2259,North,Residential,24-02-2025,259.8,9.6,7,Active,6.5
MTR2260,South,Commercial,24-05-2025,652.9,19.8,0,Active,8.2
MTR2261,Central,Commercial,13-03-2025,885.5,31.8,10,Active,8.2
MTR2262,Central,Industrial,23-06-2025,1364.1,53.8,7,Active,9.5
MTR2263,South,Industrial,29-09-2025,1268.4,46.6,8,Faulty,9.5
MTR2264,South,Residential,03-02-2025,280.9,9.6,3,Active,6.5
MTR2265,North,Industrial,25-12-2025,1495.1,47.5,7,Active,9.5
MTR2266,South,Commercial,02-04-2025,808.1,24,3,Faulty,8.2
MTR2267,South,Residential,04-11-2025,279.4,10.2,7,Active,6.5
MTR2268,Central,Commercial,07-10-2025,432.3,14.9,10,Active,8.2
MTR2269,North,Industrial,24-08-2025,1625.4,46.8,20,Active,9.5
MTR2270,Central,Commercial,09-09-2025,694.7,22.1,6,Active,8.2
MTR2271,North,Industrial,25-12-2025,1590.3,52.4,2,Active,9.5
MTR2272,Central,Residential,03-05-2025,295.7,11.6,5,Active,6.5
MTR2273,South,Commercial,17-12-2025,712.2,20.5,3,Active,8.2
MTR2274,South,Commercial,19-10-2025,776.2,27.2,6,Active,8.2
MTR2275,South,Industrial,18-01-2025,1582.3,59,13,Active,9.5
MTR2276,Central,Commercial,03-12-2025,1050.1,38.1,9,Active,8.2
MTR2277,North,Residential,12-11-2025,275.2,10,3,Active,6.5
MTR2278,North,Commercial,02-09-2025,789.2,23.1,2,Active,8.2
MTR2279,North,Residential,11-12-2025,240.4,7.8,0,Active,6.5
MTR2280,Central,Residential,26-01-2025,271.2,8.8,3,Active,6.5
MTR2281,South,Residential,12-10-2025,264.6,8.5,2,Active,6.5
MTR2282,North,Residential,15-12-2025,306.1,9.5,12,Active,6.5
MTR2283,South,Industrial,30-12-2025,1638.7,60.7,9,Active,9.5
MTR2284,South,Industrial,05-04-2025,1994.4,58.9,1,Active,9.5
MTR2285,North,Residential,09-02-2025,234.4,8.1,2,Active,6.5
MTR2286,South,Residential,24-03-2025,236,9.4,0,Active,6.5
MTR2287,North,Residential,21-07-2025,223.5,8.6,4,Active,6.5
MTR2288,Central,Residential,14-07-2025,283.2,9.4,9,Active,6.5
MTR2289,South,Commercial,20-11-2025,657.1,26.2,1,Active,8.2
MTR2290,South,Industrial,10-02-2025,1753.7,59.8,26,Active,9.5
MTR2291,South,Residential,26-06-2025,167.3,5.5,11,Active,6.5
MTR2292,South,Commercial,09-07-2025,727.8,28.5,6,Faulty,8.2
MTR2293,Central,Commercial,28-10-2025,769.6,22.5,3,Active,8.2
MTR2294,South,Residential,14-03-2025,308.2,10.3,11,Active,6.5
MTR2295,North,Commercial,10-07-2025,566.8,16.4,22,Active,8.2
MTR2296,South,Residential,27-11-2025,197.4,5.7,0,Active,6.5
MTR2297,North,Industrial,08-06-2025,1809.5,65.5,0,Faulty,9.5
MTR2298,North,Residential,03-05-2025,305.4,10.8,9,Active,6.5
MTR2299,North,Commercial,12-04-2025,647.3,22.3,1,Active,8.2
MTR2300,Central,Residential,24-08-2025,250.3,9.9,6,Active,6.5
MTR2301,Central,Residential,17-01-2025,239.1,7.4,11,Active,6.5
MTR2302,South,Industrial,19-04-2025,1199.7,46.9,7,Faulty,9.5
MTR2303,Central,Industrial,04-10-2025,1655.7,48.5,2,Active,9.5
MTR2304,Central,Commercial,21-12-2025,917.8,30.9,8,Active,8.2
MTR2305,Central,Industrial,14-11-2025,1696.5,49.8,6,Active,9.5
MTR2306,North,Commercial,28-04-2025,887.2,27,35,Active,8.2
MTR2307,North,Residential,02-12-2025,245.1,7.5,12,Active,6.5
MTR2308,South,Industrial,07-03-2025,1359.5,40.9,3,Active,9.5
MTR2309,Central,Residential,07-09-2025,269,8,3,Active,6.5
MTR2310,Central,Residential,18-12-2025,241.5,7,7,Active,6.5
MTR2311,North,Commercial,16-08-2025,586.6,20.5,1,Faulty,8.2
MTR2312,Central,Commercial,23-11-2025,743,24.9,2,Faulty,8.2
MTR2313,Central,Commercial,30-03-2025,763.2,25.4,5,Active,8.2
MTR2314,Central,Commercial,14-02-2025,822.3,23.8,31,Active,8.2
MTR2315,Central,Commercial,12-12-2025,799.5,30.4,4,Active,8.2
MTR2316,North,Commercial,10-02-2025,540.2,20.4,27,Active,8.2
MTR2317,Central,Residential,30-03-2025,336.5,10.6,14,Faulty,6.5
MTR2318,Central,Residential,01-02-2025,247.9,9.6,1,Active,6.5
MTR2319,South,Residential,18-12-2025,202.6,6,6,Active,6.5
MTR2320,Central,Residential,24-08-2025,262.7,8.9,8,Active,6.5
MTR2321,Central,Residential,22-05-2025,281.6,9.9,2,Active,6.5
MTR2322,North,Residential,01-04-2025,265.2,8.1,8,Faulty,6.5
MTR2323,South,Residential,19-10-2025,274,8.6,0,Active,6.5
MTR2324,South,Residential,28-06-2025,276.2,9.1,9,Active,6.5
MTR2325,South,Industrial,22-02-2025,1712.7,53.2,10,Active,9.5
MTR2326,Central,Residential,14-09-2025,279.5,8.2,0,Active,6.5
MTR2327,South,Residential,14-11-2025,229.4,8.8,9,Active,6.5
MTR2328,South,Industrial,25-10-2025,1281.3,46,10,Active,9.5
MTR2329,Central,Commercial,30-09-2025,795,26.8,3,Active,8.2
MTR2330,Central,Commercial,09-02-2025,795.5,23.9,22,Active,8.2
MTR2331,North,Industrial,22-07-2025,1610,50.1,28,Active,9.5
MTR2332,Central,Industrial,15-06-2025,1770.5,55.9,14,Active,9.5
MTR2333,Central,Commercial,12-08-2025,749.8,27.5,4,Active,8.2
MTR2334,Central,Residential,25-07-2025,204.7,6.4,39,Active,6.5
MTR2335,Central,Commercial,01-05-2025,696,24.5,2,Active,8.2
MTR2336,South,Residential,09-03-2025,254.7,9.3,21,Active,6.5
MTR2337,South,Commercial,11-02-2025,894.2,29.7,14,Active,8.2
MTR2338,North,Commercial,12-04-2025,830,28.7,8,Active,8.2
MTR2339,South,Industrial,13-11-2025,1345.3,41.3,4,Active,9.5
MTR2340,South,Residential,10-01-2025,272.7,7.9,5,Active,6.5
MTR2341,South,Residential,27-06-2025,235.3,7.8,5,Active,6.5
MTR2342,North,Industrial,07-12-2025,1894.9,54.8,15,Active,9.5
MTR2343,Central,Residential,05-12-2025,194.5,7.2,2,Active,6.5
MTR2344,Central,Commercial,23-05-2025,766.9,27.6,5,Active,8.2
MTR2345,North,Industrial,08-11-2025,1850.6,60.7,10,Active,9.5
MTR2346,South,Industrial,31-10-2025,1664.8,54.7,9,Active,9.5
MTR2347,South,Residential,19-08-2025,253.3,8.4,7,Active,6.5
MTR2348,Central,Industrial,16-06-2025,1805.6,59.8,2,Active,9.5
MTR2349,Central,Residential,24-09-2025,216.7,8.3,13,Active,6.5
MTR2350,North,Residential,01-09-2025,329.9,12,5,Active,6.5
MTR2351,South,Residential,20-06-2025,279.1,9,16,Active,6.5
MTR2352,South,Residential,09-08-2025,258.7,9.8,11,Active,6.5
MTR2353,North,Commercial,12-05-2025,851.7,29.3,5,Active,8.2
MTR2354,Central,Industrial,12-10-2025,1348.7,52.5,0,Active,9.5
MTR2355,South,Residential,17-05-2025,287.4,10,30,Faulty,6.5
MTR2356,Central,Commercial,08-02-2025,729.6,25.2,7,Active,8.2
MTR2357,South,Industrial,10-12-2025,1789.4,56.9,3,Active,9.5
MTR2358,South,Residential,14-05-2025,247.6,8.5,2,Active,6.5
MTR2359,South,Residential,13-12-2025,210.7,7.7,0,Active,6.5
MTR2360,South,Commercial,18-04-2025,886,34,14,Active,8.2
MTR2361,Central,Commercial,11-04-2025,777,26.8,6,Active,8.2
MTR2362,North,Commercial,12-01-2025,669.1,20.4,24,Active,8.2
MTR2363,South,Residential,01-11-2025,230.5,8.6,6,Active,6.5
MTR2364,South,Commercial,10-02-2025,715.6,23.5,25,Active,8.2
MTR2365,North,Commercial,23-03-2025,704.8,25.2,2,Active,8.2
MTR2366,Central,Commercial,17-01-2025,892.6,28.7,4,Active,8.2
MTR2367,North,Commercial,14-02-2025,918,26.7,12,Active,8.2
MTR2368,Central,Industrial,16-07-2025,1031.9,30.1,0,Active,9.5
MTR2369,South,Commercial,12-01-2025,862.8,29.5,17,Active,8.2
MTR2370,North,Commercial,13-04-2025,891.2,31.4,33,Active,8.2
MTR2371,North,Residential,18-02-2025,201.3,6,1,Active,6.5
MTR2372,South,Industrial,21-10-2025,1619.9,46.3,1,Active,9.5
MTR2373,South,Industrial,06-10-2025,1660.6,57.7,11,Active,9.5
MTR2374,North,Industrial,23-02-2025,1618.4,55.5,9,Active,9.5
MTR2375,Central,Residential,02-11-2025,284,8.5,0,Active,6.5
MTR2376,Central,Commercial,29-07-2025,586.9,17.8,17,Active,8.2
MTR2377,Central,Industrial,22-04-2025,1800.4,68.4,16,Active,9.5
MTR2378,North,Industrial,27-02-2025,1519.5,47.2,0,Active,9.5
MTR2379,South,Commercial,12-09-2025,891.7,27.3,16,Active,8.2
MTR2380,Central,Commercial,24-11-2025,715.7,22.4,8,Active,8.2
MTR2381,Central,Industrial,16-06-2025,1223.4,44.6,7,Active,9.5
MTR2382,Central,Residential,15-05-2025,185.6,5.7,1,Active,6.5
MTR2383,North,Residential,25-08-2025,208.3,7.3,6,Active,6.5
MTR2384,Central,Residential,05-06-2025,290.4,9,8,Active,6.5
MTR2385,South,Industrial,28-01-2025,1424.6,53.3,0,Active,9.5
MTR2386,Central,Industrial,13-09-2025,1120.8,35.5,6,Active,9.5
MTR2387,South,Residential,03-07-2025,247.2,7.8,8,Active,6.5
MTR2388,Central,Commercial,17-02-2025,680.1,20.9,34,Active,8.2
MTR2389,North,Industrial,06-07-2025,1830.1,70.5,14,Active,9.5
MTR2390,North,Industrial,03-02-2025,2053.9,71.7,1,Active,9.5
MTR2391,Central,Industrial,18-12-2025,1880.4,66.9,2,Active,9.5
MTR2392,South,Industrial,07-01-2025,1518.5,52.6,0,Active,9.5
MTR2393,North,Residential,21-10-2025,218,8.1,5,Active,6.5
MTR2394,South,Residential,20-09-2025,225,8.5,3,Active,6.5
MTR2395,Central,Residential,21-09-2025,272.8,8,0,Active,6.5
MTR2396,North,Commercial,04-12-2025,1057.8,39.9,7,Active,8.2
MTR2397,North,Residential,24-11-2025,274.7,8,13,Active,6.5
MTR2398,North,Commercial,24-02-2025,872.4,34.2,2,Active,8.2
MTR2399,North,Industrial,23-12-2025,1303.2,48,0,Active,9.5
MTR2400,Central,Commercial,22-12-2025,746.4,27.7,25,Active,8.2
MTR2401,North,Commercial,10-07-2025,775.7,24.9,10,Active,8.2
MTR2402,Central,Industrial,10-04-2025,1635.2,57.6,3,Active,9.5
MTR2403,Central,Residential,26-03-2025,251.1,10,19,Active,6.5
MTR2404,North,Residential,03-02-2025,303.4,11.2,1,Active,6.5
MTR2405,North,Residential,03-05-2025,259.5,8.1,3,Active,6.5
MTR2406,Central,Industrial,10-01-2025,1430.7,46.6,3,Active,9.5
MTR2407,North,Residential,31-03-2025,249.8,8.6,8,Active,6.5
MTR2408,South,Industrial,28-04-2025,1828.8,66.7,2,Active,9.5
MTR2409,Central,Industrial,25-03-2025,1579.8,53.9,3,Active,9.5
MTR2410,South,Commercial,22-11-2025,865.9,26.3,1,Active,8.2
MTR2411,South,Industrial,02-05-2025,1180.6,45.4,1,Faulty,9.5
MTR2412,South,Industrial,02-04-2025,1564.1,48.3,7,Active,9.5
MTR2413,Central,Commercial,03-11-2025,869.7,26.2,0,Faulty,8.2
MTR2414,Central,Industrial,07-05-2025,1332.1,52.7,2,Active,9.5
MTR2415,North,Commercial,20-02-2025,806.9,24.3,17,Active,8.2
MTR2416,South,Commercial,03-10-2025,844.2,27.7,7,Active,8.2
MTR2417,South,Residential,14-12-2025,264.2,8.4,0,Active,6.5
MTR2418,Central,Residential,22-11-2025,246.2,8.9,3,Active,6.5
MTR2419,South,Residential,04-02-2025,257.6,7.8,5,Active,6.5
MTR2420,South,Residential,08-04-2025,200,6.7,6,Active,6.5
MTR2421,Central,Residential,02-09-2025,277.3,9.1,4,Active,6.5
MTR2422,South,Industrial,22-07-2025,1289.8,44.4,1,Active,9.5
MTR2423,South,Commercial,30-04-2025,803.7,24.9,11,Active,8.2
MTR2424,South,Commercial,20-01-2025,939.5,28.8,6,Active,8.2
MTR2425,North,Commercial,03-06-2025,635.5,18.3,18,Active,8.2
MTR2426,North,Industrial,22-03-2025,1566.7,46.6,1,Active,9.5
MTR2427,South,Industrial,09-10-2025,1822.6,54,8,Active,9.5
MTR2428,North,Industrial,20-12-2025,1910.6,66.8,19,Active,9.5
MTR2429,South,Commercial,25-04-2025,920.5,35.4,12,Active,8.2
MTR2430,South,Industrial,28-08-2025,1894,74.1,1,Active,9.5
MTR2431,South,Commercial,08-04-2025,999,31.7,8,Active,8.2
MTR2432,Central,Industrial,03-07-2025,1626.5,46.9,2,Active,9.5
MTR2433,Central,Residential,30-10-2025,292.8,11.7,3,Active,6.5
MTR2434,South,Industrial,17-05-2025,1601.3,61.9,13,Active,9.5
MTR2435,North,Residential,19-04-2025,264.5,7.9,7,Active,6.5
MTR2436,North,Commercial,16-10-2025,538.1,20.6,6,Active,8.2
MTR2437,Central,Residential,03-08-2025,264,9.5,0,Active,6.5
MTR2438,Central,Residential,08-11-2025,266.7,9.4,0,Active,6.5
MTR2439,South,Industrial,10-09-2025,1825.7,67.6,13,Active,9.5
MTR2440,North,Industrial,06-11-2025,1723,64,0,Active,9.5
MTR2441,Central,Residential,09-04-2025,258.2,7.5,0,Active,6.5
MTR2442,North,Commercial,26-10-2025,810.7,26.4,13,Active,8.2
MTR2443,North,Residential,23-11-2025,264.2,8.3,5,Active,6.5
MTR2444,Central,Commercial,15-07-2025,570.5,18.8,6,Active,8.2
MTR2445,South,Commercial,11-03-2025,631.8,22.9,10,Active,8.2
MTR2446,South,Residential,25-08-2025,285.2,10.6,6,Active,6.5
MTR2447,South,Industrial,04-03-2025,1854.8,60.6,4,Active,9.5
MTR2448,South,Commercial,31-05-2025,660,20.4,2,Active,8.2
MTR2449,South,Industrial,25-12-2025,1383.8,52.6,9,Active,9.5
MTR2450,Central,Residential,04-10-2025,281.2,8.3,2,Active,6.5
MTR2451,South,Residential,15-05-2025,317.1,9.7,1,Active,6.5
MTR2452,Central,Industrial,02-05-2025,1747.8,66.4,2,Active,9.5
MTR2453,Central,Industrial,04-02-2025,1797.2,54.7,6,Faulty,9.5
MTR2454,South,Commercial,23-11-2025,993.2,31,4,Faulty,8.2
MTR2455,Central,Residential,06-11-2025,284.9,8.2,4,Faulty,6.5
MTR2456,South,Residential,28-03-2025,217.6,6.9,0,Active,6.5
MTR2457,Central,Industrial,23-01-2025,1428.9,47.5,8,Active,9.5
MTR2458,Central,Industrial,22-09-2025,1869.5,55.4,0,Active,9.5
MTR2459,South,Industrial,31-01-2025,1843.9,60.6,4,Active,9.5
MTR2460,North,Industrial,25-02-2025,1616.3,48.7,31,Active,9.5
MTR2461,North,Industrial,13-11-2025,1368.3,47.4,5,Active,9.5
MTR2462,South,Commercial,17-07-2025,939.5,32,27,Active,8.2
MTR2463,Central,Industrial,25-03-2025,1497.9,51,2,Active,9.5
MTR2464,Central,Commercial,13-05-2025,809.6,26.4,13,Faulty,8.2
MTR2465,North,Commercial,11-04-2025,680.4,23.5,3,Active,8.2
MTR2466,Central,Commercial,02-04-2025,991.5,36.4,0,Faulty,8.2
MTR2467,Central,Residential,30-07-2025,246.2,8.3,3,Active,6.5
MTR2468,Central,Residential,12-04-2025,198.8,7.8,14,Active,6.5
MTR2469,North,Industrial,27-09-2025,1682,58,11,Active,9.5
MTR2470,North,Industrial,24-07-2025,1605.7,56.6,0,Active,9.5
MTR2471,South,Commercial,17-01-2025,863.5,27.9,22,Active,8.2
MTR2472,South,Industrial,22-01-2025,1636.4,52,14,Active,9.5
MTR2473,South,Commercial,31-05-2025,949.3,30.1,17,Active,8.2
MTR2474,Central,Residential,21-09-2025,275,9,7,Active,6.5
MTR2475,Central,Residential,19-10-2025,318.1,12.7,14,Active,6.5
MTR2476,North,Commercial,19-02-2025,650.9,26,9,Active,8.2
MTR2477,South,Industrial,25-08-2025,1713.8,49.7,6,Active,9.5
MTR2478,North,Industrial,21-10-2025,1763.3,61,16,Active,9.5
MTR2479,Central,Commercial,12-06-2025,664.2,25.4,14,Active,8.2
MTR2480,Central,Residential,05-09-2025,228.3,8.9,2,Active,6.5
MTR2481,South,Industrial,29-01-2025,1812.1,69.5,0,Active,9.5
MTR2482,North,Industrial,17-06-2025,1557.5,48.3,13,Active,9.5
MTR2483,South,Commercial,25-01-2025,655.7,25,13,Active,8.2
MTR2484,North,Industrial,04-03-2025,1573.9,45.9,9,Active,9.5
MTR2485,South,Commercial,18-09-2025,903.4,26.2,5,Active,8.2
MTR2486,Central,Industrial,28-03-2025,1358.5,42.4,9,Active,9.5
MTR2487,Central,Industrial,27-12-2025,1799.7,54,8,Active,9.5
MTR2488,South,Commercial,25-08-2025,785,26.5,11,Active,8.2
MTR2489,Central,Residential,09-03-2025,243.5,9.5,0,Active,6.5
MTR2490,North,Commercial,18-08-2025,1008.9,29.1,17,Active,8.2
MTR2491,South,Industrial,04-06-2025,1720.2,65,0,Active,9.5
MTR2492,North,Industrial,16-02-2025,1471.3,46.6,7,Active,9.5
MTR2493,North,Residential,04-08-2025,293.3,8.9,10,Active,6.5
MTR2494,Central,Residential,13-10-2025,231,8.5,7,Active,6.5
MTR2495,Central,Residential,29-04-2025,299.2,11.2,2,Active,6.5
MTR2496,North,Residential,16-11-2025,299.1,9.4,10,Active,6.5
MTR2497,North,Industrial,18-01-2025,1551.2,58,21,Active,9.5
MTR2498,North,Industrial,14-08-2025,1482.1,46,0,Active,9.5
MTR2499,Central,Residential,06-07-2025,225.7,7.8,3,Active,6.5
MTR2500,Central,Industrial,11-09-2025,1933,58,5,Active,9.5
MTR2501,Central,Industrial,24-05-2025,1301.8,49.6,10,Active,9.5
MTR2502,North,Commercial,21-11-2025,707.5,23.4,3,Faulty,8.2
MTR2503,North,Residential,09-07-2025,238.2,8.3,4,Active,6.5
MTR2504,South,Commercial,30-12-2025,897.9,35.4,2,Active,8.2
MTR2505,South,Commercial,28-06-2025,781.6,28.5,3,Active,8.2
MTR2506,South,Commercial,04-02-2025,732.5,26.8,3,Active,8.2
MTR2507,North,Industrial,31-07-2025,1324.7,44.8,6,Active,9.5
MTR2508,Central,Industrial,11-02-2025,1389.2,42.9,10,Active,9.5
MTR2509,North,Residential,14-11-2025,224.7,8.5,19,Active,6.5
MTR2510,South,Commercial,30-06-2025,782.6,23.4,1,Active,8.2
MTR2511,Central,Residential,10-05-2025,253.1,7.5,9,Active,6.5
MTR2512,South,Residential,11-12-2025,279.3,10.1,1,Active,6.5
MTR2513,Central,Commercial,28-12-2025,641.3,24.8,13,Active,8.2
MTR2514,South,Commercial,24-12-2025,935.4,27.1,1,Active,8.2
MTR2515,Central,Commercial,13-11-2025,653.2,22.6,2,Faulty,8.2
MTR2516,Central,Industrial,31-03-2025,1806.8,66.4,9,Active,9.5
MTR2517,North,Residential,09-04-2025,203.5,6.3,14,Active,6.5
MTR2518,North,Commercial,25-06-2025,867.9,32.8,9,Active,8.2
MTR2519,South,Industrial,02-11-2025,1448.6,53.3,6,Faulty,9.5
MTR2520,Central,Residential,31-12-2025,232.3,7.1,1,Faulty,6.5
MTR2521,South,Residential,12-07-2025,270.1,8.8,4,Active,6.5
MTR2522,South,Commercial,30-05-2025,701,26.2,3,Active,8.2
MTR2523,South,Industrial,05-07-2025,1715.5,62.9,5,Active,9.5
MTR2524,South,Residential,04-07-2025,281.3,8.2,2,Active,6.5
MTR2525,Central,Industrial,31-10-2025,1530.1,53.6,12,Faulty,9.5
MTR2526,North,Residential,11-08-2025,352.3,10.4,2,Active,6.5
MTR2527,South,Industrial,04-05-2025,1391.3,40,9,Active,9.5
MTR2528,South,Commercial,22-09-2025,823.4,27,5,Active,8.2
MTR2529,Central,Residential,05-12-2025,214.1,6.9,14,Active,6.5
MTR2530,Central,Commercial,11-08-2025,979.4,33.5,4,Active,8.2
MTR2531,South,Industrial,18-11-2025,1578.6,46.8,2,Active,9.5
MTR2532,Central,Industrial,07-07-2025,1513.7,44.1,5,Active,9.5
MTR2533,North,Commercial,14-10-2025,965.8,33.2,6,Active,8.2
MTR2534,North,Commercial,12-11-2025,838.2,27.9,4,Active,8.2
MTR2535,North,Residential,05-07-2025,310,10.5,1,Active,6.5
MTR2536,South,Residential,23-05-2025,286.8,8.6,0,Active,6.5
MTR2537,Central,Residential,15-12-2025,274.1,9.2,5,Active,6.5
MTR2538,Central,Residential,30-06-2025,264.2,10.4,6,Active,6.5
MTR2539,North,Commercial,21-08-2025,885.5,27.8,0,Active,8.2
MTR2540,North,Industrial,18-03-2025,2059.7,80.1,1,Faulty,9.5
MTR2541,Central,Commercial,05-05-2025,857.3,27.5,25,Active,8.2
MTR2542,North,Residential,08-03-2025,283.7,9.3,2,Active,6.5
MTR2543,Central,Industrial,18-03-2025,1372,51.6,0,Active,9.5
MTR2544,North,Commercial,16-01-2025,699.4,21.6,4,Active,8.2
MTR2545,South,Commercial,17-02-2025,654.9,25.8,2,Active,8.2
MTR2546,North,Commercial,28-11-2025,899.9,32.5,12,Faulty,8.2
MTR2547,Central,Residential,05-04-2025,284.7,10.5,10,Active,6.5
